data_fim;empresa;observado;previsto;diff
2020-07-17;Offerwise;39.7;41.8;-2.1
2020-07-21;Paraná;38.0;40.1;-2.1
2020-07-22;PoderData;43.0;44.2;-1.2
2020-08-05;PoderData;41.0;39.4;1.6
2020-08-12;Datafolha;34.0;37.0;-3.0
2020-08-13;IDEIA Big Data;37.0;37.7;-0.7
2020-08-15;Ipespe;37.0;39.4;-2.4
2020-08-19;PoderData;35.0;39.3;-4.3
2020-08-21;Paraná;45.0;35.3;9.7
2020-08-24;Atlas;46.0;44.8;1.2
2020-08-24;Offerwise;35.3;37.0;-1.7
2020-08-31;IDEIA Big Data;39.0;37.8;1.2
2020-09-02;PoderData;34.0;35.2;-1.2
2020-09-10;IDEIA Big Data;35.0;33.7;1.3
2020-09-12;Ipespe;36.0;35.4;0.6
2020-09-16;PoderData;34.0;35.2;-1.2
2020-09-20;Ibope;29.0;33.6;-4.6
2020-09-24;Quaest;41.0;37.5;3.5
2020-09-30;PoderData;30.0;35.2;-5.2
2020-10-05;Offerwise;36.5;32.8;3.7
2020-10-08;IDEIA Big Data;37.0;33.6;3.4
2020-10-11;Ipespe;31.0;35.0;-4.0
2020-10-13;Paraná;32.1;31.2;0.9
2020-10-14;PoderData;33.0;35.1;-2.1
2020-10-22;IDEIA Big Data;34.0;33.6;0.4
2020-10-24;MDA;27.2;32.5;-5.3
2020-10-28;PoderData;35.0;34.9;0.1
2020-11-03;IDEIA Big Data;35.0;36.3;-1.3
2020-11-05;IDEIA Big Data;33.0;36.3;-3.3
2020-11-09;Offerwise;40.0;35.6;4.4
2020-11-11;PoderData;40.0;37.8;2.2
2020-11-20;Ipespe;34.0;37.9;-3.9
2020-11-22;Atlas;46.0;43.2;2.8
2020-11-25;PoderData;40.0;38.0;2.0
2020-12-01;Paraná;37.3;35.0;2.3
2020-12-08;Ibope;33.0;37.2;-4.2
2020-12-09;Ipespe;35.0;39.1;-4.1
2020-12-09;PoderData;40.0;38.9;1.1
2020-12-10;Datafolha;32.0;36.5;-4.5
2020-12-23;PoderData;42.0;39.0;3.0
2021-01-06;PoderData;44.0;43.1;0.9
2021-01-14;Ipespe;40.0;43.2;-3.2
2021-01-20;PoderData;43.0;43.1;-0.1
2021-01-21;Datafolha;40.0;40.7;-0.7
2021-01-21;IDEIA Big Data;45.0;41.6;3.4
2021-01-24;Atlas;53.0;48.8;4.2
2021-01-26;Paraná;39.6;39.0;0.6
2021-01-29;IDEIA Big Data;42.0;41.5;0.5
2021-02-03;PoderData;41.0;43.5;-2.5
2021-02-04;Ipespe;42.0;43.5;-1.5
2021-02-10;MDA;36.0;40.8;-4.8
2021-02-12;IDEIA Big Data;43.0;41.9;1.1
2021-02-17;PoderData;48.0;43.5;4.5
2021-02-23;Ipec;39.0;41.0;-2.0
2021-02-23;Ipespe;42.0;43.5;-1.5
2021-02-25;IDEIA Big Data;43.0;43.2;-0.2
2021-03-01;Paraná;40.6;44.9;-4.3
2021-03-03;PoderData;47.0;49.4;-2.4
2021-03-10;Atlas;57.0;54.9;2.1
2021-03-11;Ipespe;45.0;49.3;-4.3
2021-03-16;Datafolha;54.0;46.6;7.4
2021-03-16;Offerwise;49.5;46.8;2.7
2021-03-17;PoderData;52.0;49.2;2.8
2021-03-24;IDEIA Big Data;49.0;49.0;0.0
2021-03-31;Ipespe;48.0;49.3;-1.3
2021-03-31;PoderData;53.0;49.2;3.8
2021-04-14;PoderData;55.0;51.4;3.6
2021-04-22;IDEIA Big Data;52.0;51.1;0.9
2021-04-27;INCT/IDDC;49.5;53.1;-3.6
2021-04-28;PoderData;51.0;51.4;-0.4
2021-05-04;Paraná;43.1;45.9;-2.8
2021-05-07;IDEIA Big Data;50.0;49.9;0.1
2021-05-07;Ipespe;49.0;50.2;-1.2
2021-05-09;Atlas;53.0;55.7;-2.7
2021-05-12;Datafolha;45.0;46.5;-1.5
2021-05-12;PoderData;51.0;50.2;0.8
2021-05-16;Vox Populi;48.0;47.5;0.5
2021-05-20;IDEIA Big Data;50.0;50.0;0.0
2021-05-26;PoderData;55.0;50.2;4.8
2021-06-04;Ranking Brasil;51.0;46.3;4.7
2021-06-06;IDEIA Big Data;49.0;51.6;-2.6
2021-06-09;PoderData;52.0;51.8;0.2
2021-06-10;Ipespe;50.0;51.9;-1.9
2021-06-15;Paraná;45.5;47.7;-2.2
2021-06-21;Ipec;50.0;49.2;0.8
2021-06-23;PoderData;50.0;51.8;-1.8
2021-06-24;IDEIA Big Data;54.0;51.6;2.4
2021-07-01;IDEIA Big Data;54.0;53.1;0.9
2021-07-03;MDA;48.2;50.4;-2.2
2021-07-04;Quaest;44.0;49.3;-5.3
2021-07-06;PoderData;55.0;53.3;1.7
2021-07-07;Ipespe;52.0;53.3;-1.3
2021-07-07;Ranking Brasil;51.1;47.7;3.4
2021-07-08;Datafolha;51.0;49.5;1.5
2021-07-08;IDEIA Big Data;57.0;53.0;4.0
2021-07-15;IDEIA Big Data;51.0;53.1;-2.1
2021-07-21;PoderData;56.0;53.3;2.7
2021-07-28;Paraná;47.5;49.2;-1.7
2021-07-29;Atlas;58.8;58.8;0.0
2021-08-01;Quaest;44.0;48.9;-4.9
2021-08-04;PoderData;55.0;52.9;2.1
2021-08-13;Ipespe;54.0;53.0;1.0
2021-08-18;PoderData;56.0;53.0;3.0
2021-08-29;Quaest;48.0;48.9;-0.9
2021-09-01;PoderData;55.0;55.6;-0.6
2021-09-04;Atlas;61.2;61.1;0.1
2021-09-15;Datafolha;53.0;51.9;1.1
2021-09-15;PoderData;56.0;55.7;0.3
2021-09-20;Ipec;53.0;53.0;0.0
2021-09-20;Ranking Brasil;53.0;50.1;2.9
2021-09-21;Ipec;53.0;53.1;-0.1
2021-09-24;Ipespe;55.0;55.7;-0.7
2021-09-26;Futura;48.2;51.7;-3.5
2021-09-29;PoderData;58.0;55.6;2.4
2021-10-03;Quaest;53.0;50.9;2.1
2021-10-13;PoderData;53.0;54.8;-1.8
2021-10-27;PoderData;56.0;54.9;1.1
2021-10-28;Ipespe;55.0;55.0;0.0
2021-11-06;Quaest;56.0;50.7;5.3
2021-11-07;Brasmarket;39.4;47.9;-8.5
2021-11-10;PoderData;57.0;54.7;2.3
