data_fim;empresa;observado;previsto;diff
2019-02-10;Ipespe;40.0;40.5;-0.5
2019-02-23;MDA;38.9;39.0;-0.1
2019-02-26;Ibope;39.0;40.5;-1.5
2019-02-27;IDEIA;41.0;41.1;-0.1
2019-03-01;Ipespe;37.0;36.2;0.8
2019-03-07;IDEIA;31.0;36.6;-5.6
2019-03-19;Real Time Big Data;39.0;37.1;1.9
2019-03-21;IDEIA;30.0;36.6;-6.6
2019-03-28;Atlas;36.1;32.6;3.5
2019-03-28;Ibope;34.0;36.1;-2.1
2019-03-31;Paraná;45.8;40.7;5.1
2019-04-01;Ipespe;35.0;35.3;-0.3
2019-04-03;Datafolha;32.0;34.5;-2.5
2019-04-04;IDEIA;28.0;35.8;-7.8
2019-04-18;IDEIA;29.0;35.9;-6.9
2019-04-25;Vox Populi;26.0;30.7;-4.7
2019-04-28;Ibope;35.0;35.2;-0.2
2019-04-30;Atlas;30.5;31.8;-1.3
2019-04-30;Instituto FSB;59.0;37.3;21.7
2019-05-02;IDEIA;33.0;34.2;-1.2
2019-05-02;Ipespe;36.0;33.6;2.4
2019-05-16;IDEIA;34.0;34.1;-0.1
2019-05-29;Atlas;28.6;30.2;-1.6
2019-05-30;IDEIA;36.0;34.0;2.0
2019-06-01;Ipespe;34.0;35.0;-1.0
2019-06-15;Ibpad;40.1;36.3;3.8
2019-06-26;Ibope;32.0;34.8;-2.8
2019-06-27;IDEIA;35.0;35.5;-0.5
2019-06-30;Atlas;30.4;31.5;-1.1
2019-07-01;Ipespe;34.0;34.4;-0.4
2019-07-11;IDEIA;35.0;34.9;0.1
2019-07-25;IDEIA;34.0;34.9;-0.9
2019-07-25;Paraná;42.0;38.7;3.3
2019-07-27;Datafolha;33.0;33.6;-0.6
2019-07-29;Atlas;31.0;31.0;0.0
2019-08-01;Ibpad;38.4;34.3;4.1
2019-08-02;Ipespe;33.0;33.2;-0.2
2019-08-08;IDEIA;34.0;33.8;0.2
2019-08-18;Instituto FSB;30.0;35.1;-5.1
2019-08-21;Ranking Brasil;44.4;36.1;8.3
2019-08-22;IDEIA;35.0;33.7;1.3
2019-08-25;MDA;29.4;32.0;-2.6
2019-08-26;Vox Populi;23.0;28.9;-5.9
2019-08-30;Datafolha;29.0;32.4;-3.4
2019-08-31;Ibpad;36.8;34.5;2.3
2019-09-01;Ipespe;30.0;33.8;-3.8
2019-09-05;IDEIA;29.0;34.5;-5.5
2019-09-19;IDEIA;36.0;34.4;1.6
2019-09-22;Ibope;31.0;33.7;-2.7
2019-09-23;Orbis;51.1;38.4;12.7
2019-09-27;Ibpad;35.2;35.1;0.1
2019-10-03;IDEIA;34.0;33.5;0.5
2019-10-07;Instituto Methodus;31.0;32.1;-1.1
2019-10-11;Ipespe;33.0;32.8;0.2
2019-10-14;Instituto FSB;33.0;34.8;-1.8
2019-10-15;Paraná;37.1;37.2;-0.1
2019-10-17;IDEIA;31.0;33.5;-2.5
2019-10-31;IDEIA;35.0;33.5;1.5
2019-11-01;Ibpad;30.9;34.0;-3.1
2019-11-08;Ipespe;35.0;32.6;2.4
2019-11-11;Atlas;27.4;29.4;-2.0
2019-11-14;IDEIA;40.0;33.2;6.8
2019-11-15;Quaest;26.0;28.2;-2.2
2019-11-16;INCT/IDDC;25.0;29.9;-4.9
2019-11-28;IDEIA;37.0;33.3;3.7
2019-12-02;Instituto FSB;31.0;34.3;-3.3
2019-12-06;Datafolha;30.0;31.6;-1.6
2019-12-08;Ibope;29.0;32.4;-3.4
2019-12-08;Ibpad;30.7;33.7;-3.0
2019-12-12;IDEIA;34.0;33.0;1.0
2019-12-15;Quaest;29.0;27.9;1.1
2019-12-15;Vox Populi;22.0;28.3;-6.3
2019-12-20;Paraná;49.3;36.8;12.5
2019-12-26;IDEIA;36.0;33.0;3.0
2020-01-09;IDEIA;38.0;35.8;2.2
2020-01-15;Ipespe;32.0;35.2;-3.2
2020-01-18;MDA;34.5;33.9;0.6
2020-01-23;IDEIA;30.0;35.8;-5.8
2020-01-30;Ranking Brasil;43.2;38.3;4.9
2020-02-01;Ibpad;34.3;35.9;-1.6
2020-02-06;IDEIA;39.0;35.2;3.8
2020-02-09;Atlas;29.4;31.1;-1.7
2020-02-10;Instituto FSB;36.0;36.5;-0.5
2020-02-13;IDEIA;39.0;35.1;3.9
2020-02-18;Ipespe;34.0;34.5;-0.5
2020-02-20;IDEIA;37.0;35.1;1.9
2020-03-05;IDEIA;39.0;34.4;4.6
2020-03-05;Quaest;30.0;29.3;0.7
2020-03-18;Atlas;25.6;30.6;-5.0
2020-03-18;Ipespe;30.0;33.8;-3.8
2020-03-19;IDEIA;37.0;34.4;2.6
2020-03-19;Instituto FSB;36.0;35.8;0.2
2020-03-24;Ranking Brasil;43.2;36.9;6.3
2020-03-25;IDEIA;34.0;34.4;-0.4
2020-03-25;Quaest;28.0;29.3;-1.3
2020-03-27;Instituto FSB;32.0;35.8;-3.8
2020-04-01;IDEIA;32.0;30.6;1.4
2020-04-01;Ipespe;28.0;30.0;-2.0
2020-04-05;Quaest;31.0;25.7;5.3
2020-04-05;Ranking Brasil;30.2;33.0;-2.8
2020-04-08;IDEIA;34.0;30.5;3.5
2020-04-15;Ipespe;30.0;29.9;0.1
2020-04-15;PoderData;36.0;31.4;4.6
2020-04-15;Vox Populi;35.0;30.6;4.4
2020-04-22;Ipespe;31.0;30.1;0.9
2020-04-24;Ipespe;31.0;30.0;1.0
2020-04-26;Atlas;20.8;26.9;-6.1
2020-04-26;Quaest;20.0;25.8;-5.8
2020-04-27;Datafolha;33.0;31.6;1.4
2020-04-29;Paraná;31.8;34.1;-2.3
2020-04-29;PoderData;29.0;31.3;-2.3
2020-04-30;IDEIA;28.0;30.6;-2.6
2020-04-30;Ipespe;27.0;30.0;-3.0
2020-04-30;Renascença;31.0;30.4;0.6
2020-05-02;Ranking Brasil;29.8;30.7;-0.9
2020-05-04;Instituto FSB;28.0;29.7;-1.7
2020-05-07;IDEIA;27.0;28.5;-1.5
2020-05-10;MDA;32.0;29.1;2.9
2020-05-13;PoderData;30.0;29.2;0.8
2020-05-14;IDEIA;25.0;28.4;-3.4
2020-05-17;Offerwise;32.0;29.3;2.7
2020-05-19;Ipespe;25.0;27.8;-2.8
2020-05-21;Atlas;23.0;24.9;-1.9
2020-05-21;IDEIA;24.0;28.4;-4.4
2020-05-22;Orbis;29.8;32.1;-2.3
2020-05-24;Datafolha;32.0;29.3;2.7
2020-05-25;Paraná;40.0;31.9;8.1
2020-05-26;Datafolha;33.0;29.3;3.7
2020-05-26;Ranking Brasil;26.3;30.7;-4.4
2020-05-27;Ipespe;26.0;27.9;-1.9
2020-05-27;PoderData;28.0;29.2;-1.2
2020-06-04;IDEIA;25.0;28.5;-3.5
2020-06-05;INCT/IDDC;24.2;26.7;-2.5
2020-06-05;Orbis;31.1;32.3;-1.2
2020-06-10;PoderData;28.0;29.3;-1.3
2020-06-11;Ipespe;28.0;28.0;0.0
2020-06-13;Offerwise;35.1;29.4;5.7
2020-06-15;Vox Populi;31.0;28.5;2.5
2020-06-17;Quaest;21.0;24.0;-3.0
2020-06-24;PoderData;29.0;29.3;-0.3
2020-06-25;IDEIA;29.0;28.5;0.5
2020-06-30;Atlas;25.0;25.0;0.0
2020-07-08;PoderData;29.0;30.9;-1.9
2020-07-10;IDEIA;30.0;30.1;-0.1
2020-07-15;Ipespe;30.0;29.5;0.5
2020-07-17;Offerwise;33.7;30.9;2.8
2020-07-21;Paraná;34.3;33.7;0.6
2020-07-22;PoderData;30.0;30.8;-0.8
2020-08-05;PoderData;32.0;34.7;-2.7
2020-08-12;Datafolha;37.0;34.7;2.3
2020-08-13;IDEIA;32.0;33.9;-1.9
2020-08-15;Ipespe;37.0;33.2;3.8
2020-08-19;PoderData;38.0;34.7;3.3
2020-08-21;Paraná;24.0;37.5;-13.5
2020-08-24;Atlas;30.0;29.9;0.1
2020-08-24;Offerwise;37.5;34.8;2.7
2020-08-31;IDEIA;39.0;33.9;5.1
2020-09-02;PoderData;39.0;37.6;1.4
2020-09-10;IDEIA;35.0;36.6;-1.6
2020-09-12;Ipespe;39.0;36.0;3.0
2020-09-16;PoderData;38.0;37.5;0.5
2020-09-20;Ibope;40.0;35.9;4.1
2020-09-24;Quaest;27.0;31.3;-4.3
2020-09-30;PoderData;38.0;37.4;0.6
2020-10-05;Offerwise;34.9;38.4;-3.5
2020-10-08;IDEIA;36.0;37.4;-1.4
2020-10-11;Ipespe;39.0;36.7;2.3
2020-10-13;Paraná;38.7;41.2;-2.5
2020-10-14;PoderData;40.0;38.3;1.7
2020-10-22;IDEIA;37.0;37.3;-0.3
2020-10-24;MDA;41.2;35.5;5.7
2020-10-28;PoderData;38.0;38.3;-0.3
2020-11-03;IDEIA;37.0;35.8;1.2
2020-11-05;IDEIA;37.0;35.7;1.3
2020-11-09;Offerwise;30.9;36.6;-5.7
2020-11-11;PoderData;36.0;36.8;-0.8
2020-11-20;Ipespe;37.0;35.1;1.9
2020-11-22;Atlas;31.0;31.8;-0.8
2020-11-25;PoderData;36.0;36.7;-0.7
2020-12-01;Paraná;37.2;39.5;-2.3
2020-12-08;Ibope;35.0;34.9;0.1
2020-12-09;Ipespe;38.0;35.1;2.9
2020-12-09;PoderData;37.0;36.4;0.6
2020-12-10;Datafolha;37.0;36.5;0.5
2020-12-23;PoderData;39.0;36.4;2.6
2021-01-06;PoderData;35.0;32.7;2.3
2021-01-14;Ipespe;32.0;31.3;0.7
2021-01-20;PoderData;35.0;32.7;2.3
2021-01-21;Datafolha;32.0;32.7;-0.7
2021-01-21;IDEIA;27.0;31.7;-4.7
2021-01-24;Atlas;28.0;28.0;0.0
2021-01-26;Paraná;33.3;35.6;-2.3
2021-01-29;IDEIA;29.0;31.7;-2.7
2021-02-03;PoderData;33.0;32.0;1.0
2021-02-04;Ipespe;30.0;30.8;-0.8
2021-02-10;MDA;33.0;29.4;3.6
2021-02-12;IDEIA;31.0;31.3;-0.3
2021-02-17;PoderData;31.0;32.1;-1.1
2021-02-23;Ipec;28.0;28.5;-0.5
2021-02-23;Ipespe;31.0;30.7;0.3
2021-02-25;IDEIA;30.0;28.7;1.3
2021-03-01;Paraná;34.0;31.0;3.0
2021-03-03;PoderData;31.0;28.3;2.7
2021-03-10;Atlas;25.0;24.1;0.9
2021-03-11;Ipespe;30.0;27.1;2.9
2021-03-16;Datafolha;22.0;28.4;-6.4
2021-03-16;Offerwise;26.9;28.4;-1.5
2021-03-17;PoderData;24.0;28.3;-4.3
2021-03-24;IDEIA;25.0;25.1;-0.1
2021-03-31;Ipespe;27.0;27.1;-0.1
2021-03-31;PoderData;26.0;28.3;-2.3
2021-04-14;PoderData;26.0;26.6;-0.6
2021-04-22;IDEIA;23.0;23.6;-0.6
2021-04-27;INCT/IDDC;22.4;22.9;-0.5
2021-04-28;PoderData;26.0;26.6;-0.6
2021-05-04;Paraná;32.0;30.7;1.3
2021-05-07;IDEIA;24.0;24.9;-0.9
2021-05-07;Ipespe;29.0;26.7;2.3
2021-05-09;Atlas;31.0;23.9;7.1
2021-05-12;Datafolha;24.0;26.1;-2.1
2021-05-12;PoderData;28.0;28.0;0.0
2021-05-16;Vox Populi;22.0;27.2;-5.2
2021-05-20;IDEIA;24.0;24.9;-0.9
2021-05-26;PoderData;28.0;28.1;-0.1
2021-06-04;Ranking Brasil;27.4;30.2;-2.8
2021-06-06;IDEIA;26.0;25.6;0.4
2021-06-09;PoderData;30.0;28.6;1.4
2021-06-10;Ipespe;26.0;27.4;-1.4
2021-06-15;Paraná;31.6;25.2;6.4
2021-06-21;Ipec;23.0;25.4;-2.4
2021-06-23;PoderData;28.0;28.7;-0.7
2021-06-24;IDEIA;25.0;25.6;-0.6
2021-07-01;IDEIA;23.0;24.6;-1.6
2021-07-03;MDA;27.7;25.2;2.5
2021-07-04;Quaest;26.0;24.4;1.6
2021-07-06;PoderData;26.0;27.6;-1.6
2021-07-07;Ipespe;25.0;26.4;-1.4
2021-07-07;Ranking Brasil;26.0;29.1;-3.1
2021-07-08;Datafolha;24.0;25.7;-1.7
2021-07-08;IDEIA;20.0;24.5;-4.5
2021-07-15;IDEIA;26.0;24.5;1.5
2021-07-21;PoderData;26.0;27.7;-1.7
2021-07-28;Paraná;30.4;24.2;6.2
2021-07-29;Atlas;25.7;23.5;2.2
2021-08-01;Quaest;26.0;24.6;1.4
2021-08-04;PoderData;29.0;27.9;1.1
2021-08-13;Ipespe;23.0;26.5;-3.5
2021-08-18;PoderData;28.0;27.9;0.1
2021-08-29;Quaest;24.0;24.7;-0.7
2021-09-01;PoderData;25.0;25.8;-0.8
2021-09-04;Atlas;23.9;21.9;2.0
2021-09-15;Datafolha;22.0;24.1;-2.1
2021-09-15;PoderData;27.0;25.9;1.1
2021-09-20;Ipec;22.0;22.8;-0.8
2021-09-20;Ranking Brasil;27.5;27.1;0.4
2021-09-21;Ipec;22.0;22.8;-0.8
2021-09-24;Ipespe;23.0;24.6;-1.6
2021-09-26;Futura;27.7;25.5;2.2
2021-09-29;PoderData;25.0;25.8;-0.8
2021-10-03;Quaest;20.0;22.9;-2.9
2021-10-13;PoderData;29.0;26.0;3.0
2021-10-27;PoderData;26.0;26.0;0.0
2021-10-28;Ipespe;23.0;24.8;-1.8
2021-11-04;Vox Populi;19.0;20.8;-1.8
2021-11-06;Quaest;19.0;22.6;-3.6
2021-11-07;Brasmarket;38.7;28.6;10.1
2021-11-10;PoderData;24.0;25.6;-1.6
2021-11-15;IDEIA;23.0;22.7;0.3
2021-11-18;Ponteio;23.0;23.9;-0.9
2021-11-19;Paraná;27.2;22.5;4.7
2021-11-22;IDEIA;23.0;22.7;0.3
2021-11-24;PoderData;22.0;25.6;-3.6
2021-11-26;Atlas;19.0;21.8;-2.8
