data_fim;empresa;observado;previsto;diff
2020-08-05;PoderData;32.0;34.8;-2.8
2020-08-12;Datafolha;37.0;34.7;2.3
2020-08-13;IDEIA Big Data;32.0;33.7;-1.7
2020-08-15;Ipespe;37.0;33.0;4.0
2020-08-19;PoderData;38.0;34.8;3.2
2020-08-21;Paraná;24.0;37.6;-13.6
2020-08-24;Atlas;30.0;29.8;0.2
2020-08-24;Offerwise;37.5;34.7;2.8
2020-08-31;IDEIA Big Data;39.0;33.7;5.3
2020-09-02;PoderData;39.0;37.3;1.7
2020-09-10;IDEIA Big Data;35.0;36.1;-1.1
2020-09-12;Ipespe;39.0;35.5;3.5
2020-09-16;PoderData;38.0;37.5;0.5
2020-09-20;Ibope;40.0;34.9;5.1
2020-09-24;Quaest;27.0;31.0;-4.0
2020-09-30;PoderData;38.0;37.3;0.7
2020-10-05;Offerwise;34.9;38.2;-3.3
2020-10-08;IDEIA Big Data;36.0;36.9;-0.9
2020-10-11;Ipespe;39.0;36.3;2.7
2020-10-13;Paraná;38.7;41.2;-2.5
2020-10-14;PoderData;40.0;38.4;1.6
2020-10-22;IDEIA Big Data;37.0;37.0;0.0
2020-10-24;MDA;41.2;35.8;5.4
2020-10-28;PoderData;38.0;38.4;-0.4
2020-11-03;IDEIA Big Data;37.0;35.7;1.3
2020-11-05;IDEIA Big Data;37.0;35.7;1.3
2020-11-09;Offerwise;30.9;36.9;-6.0
2020-11-11;PoderData;36.0;37.1;-1.1
2020-11-20;Ipespe;37.0;35.1;1.9
2020-11-22;Atlas;31.0;31.9;-0.9
2020-11-25;PoderData;36.0;37.0;-1.0
2020-12-01;Paraná;37.2;39.1;-1.9
2020-12-08;Ibope;35.0;33.8;1.2
2020-12-09;Ipespe;38.0;34.5;3.5
2020-12-09;PoderData;37.0;36.3;0.7
2020-12-10;Datafolha;37.0;36.2;0.8
2020-12-23;PoderData;39.0;36.3;2.7
2021-01-06;PoderData;35.0;33.0;2.0
2021-01-14;Ipespe;32.0;31.2;0.8
2021-01-20;PoderData;35.0;33.1;1.9
2021-01-21;Datafolha;32.0;33.1;-1.1
2021-01-21;IDEIA Big Data;27.0;31.8;-4.8
2021-01-24;Atlas;28.0;28.2;-0.2
2021-01-26;Paraná;33.3;35.7;-2.4
2021-01-29;IDEIA Big Data;29.0;31.8;-2.8
2021-02-03;PoderData;33.0;31.8;1.2
2021-02-04;Ipespe;30.0;30.1;-0.1
2021-02-10;MDA;33.0;29.5;3.5
2021-02-12;IDEIA Big Data;31.0;30.7;0.3
2021-02-17;PoderData;31.0;31.8;-0.8
2021-02-23;Ipec;28.0;28.9;-0.9
2021-02-23;Ipespe;31.0;30.1;0.9
2021-02-25;IDEIA Big Data;30.0;28.7;1.3
2021-03-01;Paraná;34.0;31.1;2.9
2021-03-03;PoderData;31.0;28.7;2.3
2021-03-10;Atlas;25.0;24.2;0.8
2021-03-11;Ipespe;30.0;27.1;2.9
2021-03-16;Datafolha;22.0;28.6;-6.6
2021-03-16;Offerwise;26.9;28.5;-1.6
2021-03-17;PoderData;24.0;28.6;-4.6
2021-03-24;IDEIA Big Data;25.0;25.6;-0.6
2021-03-31;Ipespe;27.0;27.1;-0.1
2021-03-31;PoderData;26.0;28.7;-2.7
2021-04-14;PoderData;26.0;26.7;-0.7
2021-04-22;IDEIA Big Data;23.0;23.8;-0.8
2021-04-27;INCT/IDDC;22.4;22.8;-0.4
2021-04-28;PoderData;26.0;26.7;-0.7
2021-05-04;Paraná;32.0;30.6;1.4
2021-05-07;IDEIA Big Data;24.0;25.2;-1.2
2021-05-07;Ipespe;29.0;26.5;2.5
2021-05-09;Atlas;31.0;23.7;7.3
2021-05-12;Datafolha;24.0;25.6;-1.6
2021-05-12;PoderData;28.0;28.1;-0.1
2021-05-16;Vox Populi;22.0;27.3;-5.3
2021-05-20;IDEIA Big Data;24.0;25.1;-1.1
2021-05-26;PoderData;28.0;28.1;-0.1
2021-06-04;Ranking Brasil;27.4;29.4;-2.0
2021-06-06;IDEIA Big Data;26.0;25.1;0.9
2021-06-09;PoderData;30.0;28.1;1.9
2021-06-10;Ipespe;26.0;26.4;-0.4
2021-06-15;Paraná;31.6;29.0;2.6
2021-06-21;Ipec;23.0;25.3;-2.3
2021-06-23;PoderData;28.0;28.1;-0.1
2021-06-24;IDEIA Big Data;25.0;25.1;-0.1
2021-07-01;IDEIA Big Data;23.0;24.4;-1.4
2021-07-03;MDA;27.7;25.2;2.5
2021-07-04;Quaest;26.0;25.7;0.3
2021-07-06;PoderData;26.0;27.3;-1.3
2021-07-07;Ipespe;25.0;25.7;-0.7
2021-07-07;Ranking Brasil;26.0;28.6;-2.6
2021-07-08;Datafolha;24.0;24.9;-0.9
2021-07-08;IDEIA Big Data;20.0;24.3;-4.3
2021-07-15;IDEIA Big Data;26.0;24.3;1.7
2021-07-21;PoderData;26.0;27.3;-1.3
2021-07-28;Paraná;30.4;28.2;2.2
2021-07-29;Atlas;25.7;22.9;2.8
2021-08-01;Quaest;26.0;26.4;-0.4
2021-08-04;PoderData;29.0;28.0;1.0
2021-08-13;Ipespe;23.0;26.5;-3.5
2021-08-18;PoderData;28.0;28.1;-0.1
